## Mesures de temps pour mistral 10 core, comparaison SYCL/base

Binaire Initialisation Chargement Stencil Copie L_L1_DCM L_L2_DCM L_L3_TCM S_L1_DCM S_L2_DCM S_L3_TCM Initialisation Chargement Stencil Copie L_L1_DCM L_L2_DCM L_L3_TCM S_L1_DCM S_L2_DCM S_L3_TCM

base-seq-malloc-Nft	110	0	14985	90	0	0	0	867425611	4396040	1054613	111	0	14983	91	0	0	0	863917770	4323760	949030	3
base-omp-malloc-Nft	62	0	1535	26	0	0	0	87403423	528930	152839	62	0	1526	27	0	0	0	87462162	521814	148742	3
sycl-omp-malloc-Nft	20	0	1528	49	0	0	0	88626186	645153	131639	19	0	1536	49	0	0	0	88690167	680320	158698	3
lint-hr-omp-malloc-Nft-Nct	20	0	15401	27	0	0	0	870726414	8506803	122239	20	0	15601	27	0	0	0	869055079	6764712	126588	3
lint-omp-malloc-Nft-Nct	20	1825	1538	27	18469235	17208306	139985	89603084	4262433	162679	20	1837	1537	27	16797924	15902320	114978	89210221	4259439	183429	3
tile-omp-malloc-Nft-Nct	20	1777	1539	49	15054534	13767230	92864	89733237	4305801	143661	20	1777	1536	48	13409294	12399787	87122	89294105	4964889	159225	3
lint-rt-omp-malloc-Nft-Nct	11	1867	1536	27	17316219	16185107	155365	89651769	4199278	110916	11	1860	1539	27	17941789	16838123	113652	89236883	4389886	135344	3

